GEO.id	GEO.id2	GEO.display-label	NAICS.id	YEAR.id	ESTAB
0400000US01	1	Alabama	21	2012	244
0400000US01	1	Alabama	211	2012	37
0400000US01	1	Alabama	2111	2012	37
0400000US01	1	Alabama	21111	2012	37
0400000US01	1	Alabama	211111	2012	35
0400000US01	1	Alabama	212	2012	137
0400000US01	1	Alabama	2121	2012	36
0400000US01	1	Alabama	21211	2012	36
0400000US01	1	Alabama	212111	2012	26
0400000US01	1	Alabama	212112	2012	10
0400000US01	1	Alabama	2123	2012	99
0400000US01	1	Alabama	21231	2012	60
0400000US01	1	Alabama	212312	2012	48
0400000US01	1	Alabama	212313	2012	5
0400000US01	1	Alabama	212319	2012	7
0400000US01	1	Alabama	21232	2012	36
0400000US01	1	Alabama	212321	2012	31
0400000US01	1	Alabama	212322	2012	3
0400000US01	1	Alabama	21239	2012	3
0400000US01	1	Alabama	212399	2012	3
0400000US01	1	Alabama	213	2012	70
0400000US01	1	Alabama	2131	2012	70
0400000US01	1	Alabama	21311	2012	70
0400000US01	1	Alabama	213111	2012	12
0400000US01	1	Alabama	213112	2012	45
0400000US01	1	Alabama	213113	2012	9
0400000US02	2	Alaska	21	2012	164
0400000US02	2	Alaska	211	2012	24
0400000US02	2	Alaska	2111	2012	24
0400000US02	2	Alaska	21111	2012	24
0400000US02	2	Alaska	211111	2012	22
0400000US02	2	Alaska	212	2012	66
0400000US02	2	Alaska	2122	2012	36
0400000US02	2	Alaska	21222	2012	32
0400000US02	2	Alaska	212221	2012	31
0400000US02	2	Alaska	21223	2012	4
0400000US02	2	Alaska	212231	2012	3
0400000US02	2	Alaska	2123	2012	29
0400000US02	2	Alaska	21231	2012	4
0400000US02	2	Alaska	212313	2012	3
0400000US02	2	Alaska	21232	2012	25
0400000US02	2	Alaska	212321	2012	25
0400000US02	2	Alaska	213	2012	74
0400000US02	2	Alaska	2131	2012	74
0400000US02	2	Alaska	21311	2012	74
0400000US02	2	Alaska	213111	2012	9
0400000US02	2	Alaska	213112	2012	46
0400000US02	2	Alaska	213113	2012	3
0400000US02	2	Alaska	213114	2012	11
0400000US02	2	Alaska	213115	2012	5
0400000US04	4	Arizona	21	2012	217
0400000US04	4	Arizona	211	2012	15
0400000US04	4	Arizona	2111	2012	15
0400000US04	4	Arizona	21111	2012	15
0400000US04	4	Arizona	211111	2012	13
0400000US04	4	Arizona	212	2012	141
0400000US04	4	Arizona	2122	2012	28
0400000US04	4	Arizona	21222	2012	7
0400000US04	4	Arizona	212221	2012	7
0400000US04	4	Arizona	21223	2012	18(r)
0400000US04	4	Arizona	212234	2012	18(r)
0400000US04	4	Arizona	21229	2012	3
0400000US04	4	Arizona	212299	2012	3
0400000US04	4	Arizona	2123	2012	111
0400000US04	4	Arizona	21231	2012	45
0400000US04	4	Arizona	212311	2012	6
0400000US04	4	Arizona	212312	2012	13
0400000US04	4	Arizona	212313	2012	15
0400000US04	4	Arizona	212319	2012	11
0400000US04	4	Arizona	21232	2012	55
0400000US04	4	Arizona	212321	2012	50
0400000US04	4	Arizona	212322	2012	4
0400000US04	4	Arizona	21239	2012	11
0400000US04	4	Arizona	212399	2012	10
0400000US04	4	Arizona	213	2012	61
0400000US04	4	Arizona	2131	2012	61
0400000US04	4	Arizona	21311	2012	61
0400000US04	4	Arizona	213111	2012	13
0400000US04	4	Arizona	213112	2012	20
0400000US04	4	Arizona	213114	2012	18(r)
0400000US04	4	Arizona	213115	2012	9
0400000US05	5	Arkansas	21	2012	370
0400000US05	5	Arkansas	211	2012	99
0400000US05	5	Arkansas	2111	2012	99
0400000US05	5	Arkansas	21111	2012	99
0400000US05	5	Arkansas	211111	2012	99
0400000US05	5	Arkansas	212	2012	93
0400000US05	5	Arkansas	2123	2012	93
0400000US05	5	Arkansas	21231	2012	49
0400000US05	5	Arkansas	212311	2012	5
0400000US05	5	Arkansas	212312	2012	26
0400000US05	5	Arkansas	212313	2012	5
0400000US05	5	Arkansas	212319	2012	13
0400000US05	5	Arkansas	21232	2012	42
0400000US05	5	Arkansas	212321	2012	34
0400000US05	5	Arkansas	212322	2012	6
0400000US05	5	Arkansas	213	2012	178
0400000US05	5	Arkansas	2131	2012	178
0400000US05	5	Arkansas	21311	2012	178
0400000US05	5	Arkansas	213111	2012	38
0400000US05	5	Arkansas	213112	2012	137
0400000US06	6	California	21	2012	753
0400000US06	6	California	211	2012	190
0400000US06	6	California	2111	2012	190
0400000US06	6	California	21111	2012	190
0400000US06	6	California	211111	2012	184
0400000US06	6	California	211112	2012	6
0400000US06	6	California	212	2012	244
0400000US06	6	California	2122	2012	16
0400000US06	6	California	21222	2012	14
0400000US06	6	California	212221	2012	14
0400000US06	6	California	2123	2012	227
0400000US06	6	California	21231	2012	71
0400000US06	6	California	212311	2012	7
0400000US06	6	California	212312	2012	23
0400000US06	6	California	212313	2012	21
0400000US06	6	California	212319	2012	20
0400000US06	6	California	21232	2012	132
0400000US06	6	California	212321	2012	120
0400000US06	6	California	212322	2012	6
0400000US06	6	California	212325	2012	5
0400000US06	6	California	21239	2012	24
0400000US06	6	California	212391	2012	4
0400000US06	6	California	212399	2012	18
0400000US06	6	California	213	2012	319
0400000US06	6	California	2131	2012	319
0400000US06	6	California	21311	2012	319
0400000US06	6	California	213111	2012	64
0400000US06	6	California	213112	2012	233
0400000US06	6	California	213114	2012	11
0400000US06	6	California	213115	2012	9
0400000US08	8	Colorado	21	2012	1155
0400000US08	8	Colorado	211	2012	339
0400000US08	8	Colorado	2111	2012	339
0400000US08	8	Colorado	21111	2012	339
0400000US08	8	Colorado	211111	2012	316
0400000US08	8	Colorado	211112	2012	23
0400000US08	8	Colorado	212	2012	163
0400000US08	8	Colorado	2121	2012	11
0400000US08	8	Colorado	21211	2012	11
0400000US08	8	Colorado	212111	2012	3
0400000US08	8	Colorado	212112	2012	8
0400000US08	8	Colorado	2122	2012	41
0400000US08	8	Colorado	21222	2012	29
0400000US08	8	Colorado	212221	2012	25
0400000US08	8	Colorado	212222	2012	4
0400000US08	8	Colorado	21223	2012	3
0400000US08	8	Colorado	212234	2012	3
0400000US08	8	Colorado	21229	2012	9(r)
0400000US08	8	Colorado	212291	2012	7
0400000US08	8	Colorado	2123	2012	111
0400000US08	8	Colorado	21231	2012	55
0400000US08	8	Colorado	212311	2012	7
0400000US08	8	Colorado	212312	2012	24
0400000US08	8	Colorado	212313	2012	14
0400000US08	8	Colorado	212319	2012	10
0400000US08	8	Colorado	21232	2012	49
0400000US08	8	Colorado	212321	2012	47
0400000US08	8	Colorado	21239	2012	7
0400000US08	8	Colorado	212399	2012	5
0400000US08	8	Colorado	213	2012	653
0400000US08	8	Colorado	2131	2012	653
0400000US08	8	Colorado	21311	2012	653
0400000US08	8	Colorado	213111	2012	82
0400000US08	8	Colorado	213112	2012	527
0400000US08	8	Colorado	213113	2012	13
0400000US08	8	Colorado	213114	2012	22
0400000US08	8	Colorado	213115	2012	9
0400000US09	9	Connecticut	21	2012	64
0400000US09	9	Connecticut	212	2012	56
0400000US09	9	Connecticut	2123	2012	56
0400000US09	9	Connecticut	21231	2012	19
0400000US09	9	Connecticut	212312	2012	6
0400000US09	9	Connecticut	212313	2012	8
0400000US09	9	Connecticut	212319	2012	4
0400000US09	9	Connecticut	21232	2012	36
0400000US09	9	Connecticut	212321	2012	36
0400000US09	9	Connecticut	213	2012	8
0400000US09	9	Connecticut	2131	2012	8
0400000US09	9	Connecticut	21311	2012	8
0400000US09	9	Connecticut	213112	2012	7
0400000US10	10	Delaware	21	2012	13
0400000US10	10	Delaware	212	2012	6
0400000US10	10	Delaware	2123	2012	6
0400000US10	10	Delaware	21231	2012	3
0400000US10	10	Delaware	21232	2012	3
0400000US10	10	Delaware	212321	2012	3
0400000US10	10	Delaware	213	2012	5
0400000US10	10	Delaware	2131	2012	5
0400000US10	10	Delaware	21311	2012	5
0400000US10	10	Delaware	213112	2012	5
0400000US12	12	Florida	21	2012	194
0400000US12	12	Florida	211	2012	22
0400000US12	12	Florida	2111	2012	22
0400000US12	12	Florida	21111	2012	22
0400000US12	12	Florida	211111	2012	20
0400000US12	12	Florida	212	2012	118
0400000US12	12	Florida	2122	2012	3
0400000US12	12	Florida	2123	2012	114
0400000US12	12	Florida	21231	2012	48
0400000US12	12	Florida	212311	2012	3
0400000US12	12	Florida	212312	2012	39
0400000US12	12	Florida	212319	2012	5
0400000US12	12	Florida	21232	2012	46
0400000US12	12	Florida	212321	2012	42
0400000US12	12	Florida	21239	2012	20
0400000US12	12	Florida	212391	2012	3
0400000US12	12	Florida	212392	2012	8
0400000US12	12	Florida	212399	2012	8
0400000US12	12	Florida	213	2012	54
0400000US12	12	Florida	2131	2012	54
0400000US12	12	Florida	21311	2012	54
0400000US12	12	Florida	213111	2012	21
0400000US12	12	Florida	213112	2012	25
0400000US12	12	Florida	213114	2012	3
0400000US12	12	Florida	213115	2012	4
0400000US13	13	Georgia	21	2012	179
0400000US13	13	Georgia	212	2012	149
0400000US13	13	Georgia	2123	2012	149
0400000US13	13	Georgia	21231	2012	106
0400000US13	13	Georgia	212311	2012	20
0400000US13	13	Georgia	212312	2012	26
0400000US13	13	Georgia	212313	2012	55
0400000US13	13	Georgia	212319	2012	5
0400000US13	13	Georgia	21232	2012	39
0400000US13	13	Georgia	212321	2012	16
0400000US13	13	Georgia	212322	2012	3
0400000US13	13	Georgia	212324	2012	15
0400000US13	13	Georgia	212325	2012	5
0400000US13	13	Georgia	21239	2012	4
0400000US13	13	Georgia	212399	2012	3
0400000US13	13	Georgia	213	2012	29
0400000US13	13	Georgia	2131	2012	29
0400000US13	13	Georgia	21311	2012	29
0400000US13	13	Georgia	213111	2012	10
0400000US13	13	Georgia	213112	2012	5
0400000US13	13	Georgia	213113	2012	3
0400000US13	13	Georgia	213114	2012	3
0400000US13	13	Georgia	213115	2012	8
0400000US15	15	Hawaii	21	2012	7
0400000US15	15	Hawaii	212	2012	4
0400000US15	15	Hawaii	2123	2012	4
0400000US15	15	Hawaii	21231	2012	3
0400000US15	15	Hawaii	213	2012	3
0400000US15	15	Hawaii	2131	2012	3
0400000US15	15	Hawaii	21311	2012	3
0400000US16	16	Idaho	21	2012	109
0400000US16	16	Idaho	211	2012	3
0400000US16	16	Idaho	2111	2012	3
0400000US16	16	Idaho	21111	2012	3
0400000US16	16	Idaho	211111	2012	3
0400000US16	16	Idaho	212	2012	70
0400000US16	16	Idaho	2122	2012	17
0400000US16	16	Idaho	21222	2012	12
0400000US16	16	Idaho	212221	2012	7
0400000US16	16	Idaho	212222	2012	5
0400000US16	16	Idaho	21223	2012	3
0400000US16	16	Idaho	212231	2012	3
0400000US16	16	Idaho	2123	2012	51
0400000US16	16	Idaho	21231	2012	25
0400000US16	16	Idaho	212311	2012	4
0400000US16	16	Idaho	212312	2012	4
0400000US16	16	Idaho	212313	2012	3
0400000US16	16	Idaho	212319	2012	14
0400000US16	16	Idaho	21232	2012	21
0400000US16	16	Idaho	212321	2012	18
0400000US16	16	Idaho	21239	2012	5
0400000US16	16	Idaho	212399	2012	3
0400000US16	16	Idaho	213	2012	36
0400000US16	16	Idaho	2131	2012	36
0400000US16	16	Idaho	21311	2012	36
0400000US16	16	Idaho	213111	2012	4
0400000US16	16	Idaho	213112	2012	9
0400000US16	16	Idaho	213114	2012	15
0400000US16	16	Idaho	213115	2012	6
0400000US17	17	Illinois	21	2012	483
0400000US17	17	Illinois	211	2012	124
0400000US17	17	Illinois	2111	2012	124
0400000US17	17	Illinois	21111	2012	124
0400000US17	17	Illinois	211111	2012	122
0400000US17	17	Illinois	212	2012	198
0400000US17	17	Illinois	2121	2012	18
0400000US17	17	Illinois	21211	2012	18
0400000US17	17	Illinois	212111	2012	8
0400000US17	17	Illinois	212112	2012	10
0400000US17	17	Illinois	2123	2012	179
0400000US17	17	Illinois	21231	2012	99
0400000US17	17	Illinois	212312	2012	92
0400000US17	17	Illinois	212319	2012	4
0400000US17	17	Illinois	21232	2012	78
0400000US17	17	Illinois	212321	2012	65
0400000US17	17	Illinois	212322	2012	11
0400000US17	17	Illinois	213	2012	161
0400000US17	17	Illinois	2131	2012	161
0400000US17	17	Illinois	21311	2012	161
0400000US17	17	Illinois	213111	2012	42
0400000US17	17	Illinois	213112	2012	101
0400000US17	17	Illinois	213113	2012	11
0400000US17	17	Illinois	213115	2012	5
0400000US18	18	Indiana	21	2012	275
0400000US18	18	Indiana	211	2012	42
0400000US18	18	Indiana	2111	2012	42
0400000US18	18	Indiana	21111	2012	42
0400000US18	18	Indiana	211111	2012	40
0400000US18	18	Indiana	212	2012	190
0400000US18	18	Indiana	2121	2012	29
0400000US18	18	Indiana	21211	2012	29
0400000US18	18	Indiana	212111	2012	19
0400000US18	18	Indiana	212112	2012	10
0400000US18	18	Indiana	2123	2012	161
