GEO.id	GEO.id2	GEO.display-label	NAICS.id	YEAR.id	ESTAB
0400000US01	1	Alabama	55	2012	630
0400000US01	1	Alabama	551	2012	630
0400000US01	1	Alabama	5511	2012	630
0400000US01	1	Alabama	55111	2012	630
0400000US01	1	Alabama	551111	2012	38
0400000US01	1	Alabama	551112	2012	47
0400000US01	1	Alabama	551114	2012	545
0400000US02	2	Alaska	55	2012	160
0400000US02	2	Alaska	551	2012	160
0400000US02	2	Alaska	5511	2012	160
0400000US02	2	Alaska	55111	2012	160
0400000US02	2	Alaska	551111	2012	3
0400000US02	2	Alaska	551112	2012	21
0400000US02	2	Alaska	551114	2012	136
0400000US04	4	Arizona	55	2012	922
0400000US04	4	Arizona	551	2012	922
0400000US04	4	Arizona	5511	2012	922
0400000US04	4	Arizona	55111	2012	922
0400000US04	4	Arizona	551111	2012	1
0400000US04	4	Arizona	551112	2012	98
0400000US04	4	Arizona	551114	2012	823
0400000US05	5	Arkansas	55	2012	1252
0400000US05	5	Arkansas	551	2012	1252
0400000US05	5	Arkansas	5511	2012	1252
0400000US05	5	Arkansas	55111	2012	1252
0400000US05	5	Arkansas	551111	2012	52
0400000US05	5	Arkansas	551112	2012	34
0400000US05	5	Arkansas	551114	2012	1166
0400000US06	6	California	55	2012	5116
0400000US06	6	California	551	2012	5116
0400000US06	6	California	5511	2012	5116
0400000US06	6	California	55111	2012	5116
0400000US06	6	California	551111	2012	59
0400000US06	6	California	551112	2012	537
0400000US06	6	California	551114	2012	4520
0400000US08	8	Colorado	55	2012	1004
0400000US08	8	Colorado	551	2012	1004
0400000US08	8	Colorado	5511	2012	1004
0400000US08	8	Colorado	55111	2012	1004
0400000US08	8	Colorado	551111	2012	26
0400000US08	8	Colorado	551112	2012	123
0400000US08	8	Colorado	551114	2012	855
0400000US09	9	Connecticut	55	2012	756
0400000US09	9	Connecticut	551	2012	756
0400000US09	9	Connecticut	5511	2012	756
0400000US09	9	Connecticut	55111	2012	756
